layer_order,mlp_layers,mlp_solver,logistic_regressions,svc_kernel,xgb_estimators,rf_estimators,early_stopping_iterations,positions,mean_accuracy,max_accuracy,min_accuracy,std_accuracy,max_false_negative,max_false_positive,max_true_negative,max_true_positive,mean_false_negative,mean_false_positive,mean_true_negative,mean_true_positive,min_false_negative,min_false_positive,min_true_negative,min_true_positive,neg_max_f1,neg_max_precision,neg_max_recall,neg_mean_f1,neg_mean_precision,neg_mean_recall,neg_min_f1,neg_min_precision,neg_min_recall,neg_std_f1,neg_std_precision,neg_std_recall,pos_max_f1,pos_max_precision,pos_max_recall,pos_mean_f1,pos_mean_precision,pos_mean_recall,pos_min_f1,pos_min_precision,pos_min_recall,pos_std_f1,pos_std_precision,pos_std_recall,std_false_negative,std_false_positive,std_true_negative,std_true_positive
logit2=>mlp=>logit3=>logit2=>logit1=>logit1,"[[18, 124, 53]]",['sgd'],"(2, 2)",,[],,1,"[3, 0, 5, 3, 1, 1]",0.6906779661016949,0.7175141242937854,0.655367231638418,0.02538446434408397,42,19,101,27,38.25,16.5,97.0,25.25,33,12,93,23,0.8,0.7518796992481203,0.8938053097345132,0.7797005870886224,0.7172410192147034,0.8545372553945563,0.7530364372469636,0.6888888888888889,0.8303571428571429,0.020162053616194383,0.02308096538857627,0.024286283190802914,0.5192307692307692,0.6756756756756757,0.45,0.4803127591052063,0.6069600444600445,0.3986177884615385,0.42990654205607476,0.5476190476190477,0.35384615384615387,0.032722786069389546,0.04622066157868355,0.03431627203253828,3.2691742076555053,2.692582403567252,3.5355339059327378,1.479019945774904
logit2=>logit1=>logit3=>logit2=>svc=>logit1,,,"(2, 2)",['rbf'],,,3,"[3, 1, 5, 3, 4, 1]",0.6864406779661016,0.711864406779661,0.655367231638418,0.020173526634301848,38,25,95,35,35.0,20.5,91.25,30.25,29,17,87,27,0.7811158798283261,0.7583333333333333,0.8482142857142857,0.7667315232030749,0.7232786038408556,0.8166683427192277,0.7404255319148936,0.7073170731707317,0.7767857142857143,0.015699190183211188,0.020411349973534294,0.02785091175495415,0.5785123966942148,0.625,0.546875,0.520764832287222,0.5974271220981747,0.4640436638920781,0.48739495798319327,0.5370370370370371,0.4153846153846154,0.03567913350665044,0.03516315544286439,0.04953255910660339,3.5355339059327378,3.2015621187164243,2.8613807855648994,2.947456530637899
logit3=>svc=>rf=>logit1=>logit2=>svc=>logit2=>logit1,[],[],"(2, 2)","['poly', 'linear']",[],[96],1,"[5, 4, 6, 1, 3, 4, 3, 1]",0.6680790960451977,0.7005649717514124,0.6271186440677966,0.028911708319856948,45,33,91,33,35.25,23.5,87.25,31.0,31,16,78,27,0.7744680851063831,0.7459016393442623,0.8476190476190476,0.7474682879343876,0.7131552112246402,0.7885315245369593,0.7027027027027027,0.664179104477612,0.7027027027027027,0.02810254280035551,0.0327573718121725,0.05347919784001997,0.5546218487394958,0.627906976744186,0.5076923076923077,0.5135253990113325,0.5756636128729151,0.4706730769230769,0.46956521739130436,0.5,0.375,0.03190985654348516,0.049637514132743955,0.05532607416262715,5.673402858955108,6.18465843842649,5.402545696243577,2.449489742783178
rf=>rf=>logit2=>logit3,,,"(0, 1)",[],,"[75, 34]",2,"[6, 6, 3, 5]",0.6822033898305085,0.6949152542372882,0.655367231638418,0.015664599585324058,46,23,100,27,37.75,18.5,97.0,23.75,33,9,89,22,0.7857142857142856,0.75,0.9174311926605505,0.7747779027929163,0.7204968912851341,0.8408800826987858,0.7447698744769874,0.684931506849315,0.7946428571428571,0.017334575736373842,0.028231090450049734,0.04598495711025167,0.47058823529411764,0.7096774193548387,0.42105263157894735,0.4572605853935777,0.5736596649162291,0.38820595039635286,0.4444444444444445,0.5116279069767442,0.3235294117647059,0.012821243681161939,0.0792274488053087,0.038801651175992005,5.11737237261468,5.545268253204709,4.636809247747852,2.0463381929681126
logit3,,,"(0, 0)",,[],,3,[5],0.6836158192090396,0.6949152542372882,0.672316384180791,0.011299435028248594,35,28,98,39,33.5,22.5,87.75,33.25,30,19,80,25,0.784,0.7424242424242424,0.8305084745762712,0.7571372913242982,0.7233303145305043,0.7950925045907622,0.7339449541284404,0.7058823529411765,0.7407407407407407,0.01969338689515624,0.013377051661640741,0.03587915181941416,0.5735294117647058,0.6415094339622641,0.5652173913043478,0.5396376729285661,0.5956507044046736,0.4954249570130189,0.4807692307692307,0.5555555555555556,0.423728813559322,0.03528883611195117,0.03144579068241153,0.05009837301045261,2.0615528128088303,3.5,6.722164829874376,5.11737237261468
logit1=>logit3=>svc,,,"(1, 0)",['rbf'],,,3,"[1, 5, 4]",0.7062146892655367,0.7401129943502824,0.672316384180791,0.031201584794314285,35,24,99,32,31.75,20.25,95.0,30.0,28,16,89,27,0.8114754098360655,0.7795275590551181,0.8608695652173913,0.7848270155108032,0.7492257985431722,0.8241345158464723,0.7542372881355932,0.717741935483871,0.7946428571428571,0.025330868969864393,0.023371571241472152,0.029834457978156075,0.5818181818181818,0.6595744680851063,0.5333333333333333,0.536396646006349,0.5987559921600113,0.48621794871794877,0.48648648648648646,0.5294117647058824,0.45,0.03995070389419818,0.05310146272419366,0.03290372813897821,2.5860201081971503,3.344772040064913,4.242640687119285,1.8708286933869707
rf=>rf=>logit3,,,"(0, 0)",[],,"[125, 117]",3,"[6, 6, 5]",0.7048022598870057,0.7231638418079096,0.6892655367231638,0.012231997228593776,46,18,106,30,38.75,13.5,101.0,23.75,34,7,98,18,0.7999999999999999,0.7481481481481481,0.9380530973451328,0.7944710715508387,0.7237709171919698,0.8825388562504648,0.7826086956521741,0.6973684210526315,0.8487394957983193,0.007115147791420437,0.02188481274021133,0.03353786325229727,0.5504587155963303,0.72,0.46875,0.4725996605433144,0.6449292149292148,0.38079202586206895,0.4044943820224719,0.5714285714285714,0.28125,0.05255803966945376,0.05489473581315176,0.0692693659668564,5.0682837331783235,4.031128874149275,3.082207001484488,4.264680527307995
logit3=>svc=>svc=>logit2=>mlp,[[63]],['adam'],"(0, 1)","['rbf', 'linear']",,,3,"[5, 4, 4, 3, 0]",0.6793785310734464,0.7005649717514124,0.6497175141242938,0.018897017175507975,34,29,88,48,29.25,27.5,81.0,39.25,26,26,76,31,0.761904761904762,0.7521367521367521,0.7719298245614035,0.7402689216050828,0.7349671072253325,0.7459008565102077,0.7272727272727273,0.711864406779661,0.7238095238095238,0.013556804158745456,0.015401212809390491,0.017655926411408954,0.6442953020134228,0.64,0.6486486486486487,0.5760093455482114,0.5837075303769058,0.5690913440913441,0.5000000000000001,0.5254237288135594,0.47692307692307695,0.05461449988030859,0.04248075790346748,0.06605848313876048,2.947456530637899,1.118033988749895,5.196152422706632,6.977642868476432
mlp=>logit3=>logit2,[[51]],['adam'],"(0, 1)",,[],,1,"[0, 5, 3]",0.6751412429378532,0.7062146892655368,0.6384180790960452,0.026947435068275318,42,24,91,35,35.5,22.0,89.5,30.0,28,19,88,25,0.7777777777777778,0.7647058823529411,0.822429906542056,0.7570986545294845,0.7170034034368907,0.8029949671008076,0.7333333333333334,0.676923076923077,0.7913043478260869,0.01645947268094549,0.031309647728527616,0.011682397363012088,0.5666666666666665,0.6481481481481481,0.5483870967741935,0.5085162503031773,0.5742205458037132,0.45855495945770375,0.4385964912280702,0.5306122448979592,0.373134328358209,0.057798292289720846,0.04821932990896747,0.06925859401280875,5.024937810560445,1.8708286933869707,1.5,4.527692569068709
logit1=>logit3=>logit2=>logit2,[],[],"(1, 2)",,[],,3,"[1, 5, 3, 3]",0.6850282485875706,0.7288135593220338,0.6440677966101694,0.0383962633307011,42,30,103,33,35.75,20.0,92.75,28.5,33,14,81,24,0.8095238095238094,0.7518248175182481,0.8793103448275862,0.7667424825533662,0.7204106179725998,0.8210275256421302,0.7200000000000001,0.6692913385826772,0.7297297297297297,0.04065042690058996,0.033812954680305464,0.05883541460686928,0.5294117647058824,0.6585365853658537,0.5,0.5056597171846245,0.5955865272938443,0.4432706802336537,0.4897959183673469,0.5238095238095238,0.41379310344827586,0.016151161348012325,0.047837238431773704,0.034624183548339384,3.6314597615834874,6.164414002968976,9.858372076565177,3.3541019662496847
rf=>logit1=>logit3=>rf,[],[],"(1, 0)",[],[],"[64, 86]",1,"[6, 1, 5, 6]",0.7161016949152542,0.7627118644067796,0.6836158192090396,0.028911708319856923,38,19,109,35,36.0,14.25,96.75,30.0,34,8,86,26,0.8384615384615384,0.7622377622377622,0.9316239316239316,0.792445240670017,0.7275970178730128,0.8703375341530563,0.7543859649122807,0.6991869918699187,0.819047619047619,0.03001896733431109,0.024145822372406797,0.041180387302572265,0.5565217391304348,0.7647058823529411,0.4861111111111111,0.5436756865779608,0.684400376312141,0.4530177931387609,0.5094339622641509,0.6136363636363636,0.43333333333333335,0.01980655535238117,0.058060759534305256,0.021255000776216233,1.5811388300841898,4.205650960315181,8.287792227125388,3.6742346141747673
logit3=>logit1=>svc=>xgb=>rf,[],[],"(1, 0)",['rbf'],[1],[23],1,"[5, 1, 4, 2, 6]",0.7048022598870056,0.711864406779661,0.6949152542372882,0.0073391983371562455,36,22,96,36,33.5,18.75,93.25,31.5,29,15,90,27,0.7883817427385892,0.7563025210084033,0.8636363636363636,0.7811154087135737,0.7361073518036719,0.8329393274920798,0.7763713080168776,0.71875,0.8035714285714286,0.004452235648323849,0.014946220807070277,0.022816393263702595,0.5853658536585366,0.6739130434782609,0.5538461538461539,0.5452617417596912,0.6275409807851176,0.4842802390761126,0.5,0.5625,0.45,0.030297071275237442,0.04206816159907724,0.040829857099659535,2.8722813232690143,2.8613807855648994,2.384848003542364,3.2015621187164243
logit3,,,"(0, 0)",,,,1,[5],0.6864406779661016,0.7401129943502824,0.6384180790960452,0.03944700577335858,42,23,100,34,38.25,17.25,93.0,28.5,32,14,83,25,0.8083333333333333,0.751937984496124,0.8771929824561403,0.7694554045186618,0.7081244171360815,0.8426123401545448,0.7217391304347825,0.6693548387096774,0.7830188679245284,0.033946987395163684,0.032249464879008746,0.03795896647688098,0.5964912280701754,0.7083333333333334,0.5151515151515151,0.5062759321972344,0.6241980147613101,0.4269116129006816,0.45454545454545453,0.5660377358490566,0.373134328358209,0.05379448405017538,0.05607273644622033,0.05385770597366137,3.897114317029974,3.6996621467371855,6.442049363362563,3.774917217635375
svc=>svc=>logit1=>logit2=>logit1=>logit3,,,"(2, 1)","['poly', 'rbf']",,,3,"[4, 4, 1, 3, 1, 5]",0.6836158192090396,0.7175141242937854,0.632768361581921,0.03120158479431429,38,30,90,37,34.75,21.25,87.25,33.75,32,16,84,28,0.782608695652174,0.7377049180327869,0.8431372549019608,0.7571622958318402,0.7151782234607739,0.8056009006473404,0.721030042918455,0.6935483870967742,0.7368421052631579,0.022440581436171825,0.01682452381199406,0.0415873112109678,0.5967741935483871,0.6981132075471698,0.5362318840579711,0.5457909140895761,0.6161775530188023,0.49163674381714617,0.4628099173553719,0.4827586206896552,0.4444444444444444,0.051309713648827096,0.08327304879063828,0.03247895124076779,2.165063509461097,5.356071321407137,2.384848003542364,3.6996621467371855
logit3,,,"(0, 0)",,,,2,[5],0.6822033898305084,0.711864406779661,0.6214689265536724,0.03559209934563318,46,29,94,42,32.75,23.5,86.25,34.5,24,21,82,27,0.7866108786610879,0.7735849056603774,0.8037383177570093,0.7539698865396669,0.7275441593206241,0.7859931957478686,0.7124463519313305,0.6434108527131783,0.7387387387387387,0.02666055813120172,0.05259808828135574,0.027374903338693617,0.6131386861313868,0.6379310344827587,0.6363636363636364,0.5485166042493397,0.593449628018897,0.517032852991757,0.4462809917355372,0.5625,0.3698630136986301,0.06238764544409935,0.02772803995448486,0.09525970008808171,8.287792227125388,3.278719262151,4.710360920354193,5.5901699437494745
logit3=>svc=>logit1,,,"(1, 0)",['linear'],[],,2,"[5, 4, 1]",0.6850282485875706,0.7062146892655368,0.6440677966101694,0.02409424026727685,40,24,102,30,33.75,22.0,94.25,27.0,28,18,86,21,0.7906976744186046,0.7723577235772358,0.85,0.7711490097775016,0.7365069602248817,0.8101822392094924,0.7319148936170213,0.6825396825396826,0.7889908256880734,0.023180678018953065,0.03333414613398071,0.023563758262663586,0.5357142857142857,0.5576923076923077,0.5172413793103449,0.49041491596638653,0.5501822523881348,0.44519011778940254,0.4375,0.5384615384615384,0.3684210526315789,0.0387240051986184,0.007483318028920598,0.05843166244672508,4.602988159880492,2.345207879911715,5.673402858955108,3.5355339059327378
logit1=>mlp=>mlp=>logit3,"[[37, 100], [81, 96]]","['sgd', 'lbfgs']","(1, 0)",[],,,3,"[1, 0, 0, 5]",0.6793785310734464,0.7062146892655368,0.6610169491525424,0.016652296783264978,38,24,103,27,37.25,19.5,95.25,25.0,36,15,92,22,0.7984496124031009,0.7357142857142858,0.8728813559322034,0.7700687884478709,0.7185779034896402,0.8298376991556826,0.7540983606557378,0.7099236641221374,0.7931034482758621,0.01690011195155338,0.010529445985165817,0.028500283266091418,0.48648648648648657,0.5945945945945946,0.4153846153846154,0.4680231367731368,0.5642431473176814,0.4010880092226473,0.45454545454545453,0.5102040816326531,0.3728813559322034,0.01263491577578632,0.033008625769897416,0.016607098454468467,0.82915619758885,3.2015621187164243,4.493050188902857,1.8708286933869707
logit1=>logit3,,,"(1, 0)",,[],[],3,"[1, 5]",0.6793785310734464,0.711864406779661,0.632768361581921,0.028911708319856923,45,30,95,32,35.5,21.25,92.5,27.75,26,11,90,20,0.7883817427385893,0.7815126050420168,0.8910891089108911,0.7654725135406467,0.7258439418480713,0.8167336422615412,0.7389558232931728,0.6715328467153284,0.7560975609756098,0.017592278022941697,0.05426582302243238,0.04890449650560364,0.5486725663716814,0.7441860465116279,0.5344827586206896,0.4918600183436206,0.5726452577094117,0.4454365541026158,0.380952380952381,0.4827586206896552,0.3076923076923077,0.06653251248610927,0.10351852899082155,0.09060664042820735,9.013878188659973,6.905613658466566,1.8027756377319946,4.710360920354193
logit3=>logit1=>mlp=>mlp=>logit1=>rf=>rf,"[[87, 84], [89, 109, 124]]","['lbfgs', 'lbfgs']","(2, 0)",,,"[16, 5]",2,"[5, 1, 0, 0, 1, 6, 6]",0.7048022598870056,0.7231638418079096,0.6892655367231638,0.013473717534137649,39,23,101,33,36.0,16.25,94.5,30.25,31,10,89,27,0.8047808764940239,0.752,0.9099099099099099,0.7830499392853552,0.7243337574215437,0.8538686961584158,0.7639484978540774,0.7063492063492064,0.8034188034188035,0.014900507318060611,0.016905814002192918,0.04014416210962993,0.5565217391304348,0.7297297297297297,0.48333333333333334,0.5360263180255793,0.6575332587161231,0.45690523244871073,0.5178571428571428,0.5576923076923077,0.4090909090909091,0.015630421692300445,0.06469797411130634,0.028472269752774386,3.0,4.815340071064556,4.272001872658765,2.384848003542364
mlp=>svc=>logit1=>logit3=>mlp,"[[71, 19, 141], [13, 55, 60]]","['adam', 'adam']","(1, 0)",['poly'],,,3,"[0, 4, 1, 5, 0]",0.6807909604519774,0.6949152542372882,0.672316384180791,0.008474576271186455,43,22,97,28,38.25,18.25,94.0,26.5,32,15,91,26,0.782258064516129,0.751937984496124,0.8584905660377359,0.7688213188501207,0.7112240025781893,0.8381808686280325,0.7583333333333333,0.6791044776119403,0.8151260504201681,0.008586203577573615,0.027167253585835903,0.01869022440913185,0.4912280701754386,0.6511627906976745,0.4482758620689655,0.483980637069565,0.594273616929077,0.41085004336075354,0.4770642201834862,0.5416666666666666,0.3880597014925373,0.006920376320036332,0.04319110075151504,0.023426615432383252,4.205650960315181,2.8613807855648994,2.1213203435596424,0.8660254037844386
logit2=>logit2=>logit3,,,"(0, 2)",,,,3,"[3, 3, 5]",0.7005649717514124,0.7344632768361582,0.6497175141242938,0.031708960904863914,43,19,107,29,35.75,17.25,98.75,25.25,33,14,87,21,0.8199233716475096,0.7642857142857142,0.8842975206611571,0.7870662041748668,0.7331351300252923,0.8500435472154504,0.7372881355932203,0.6692307692307692,0.8207547169811321,0.03190752603756584,0.03851166905821908,0.024740393117129313,0.5225225225225225,0.6216216216216216,0.4603174603174603,0.48706104718834414,0.5935411370216801,0.41357170802593335,0.4565217391304348,0.5526315789473685,0.3888888888888889,0.024511365996651286,0.025396176104128008,0.028157696225251588,4.205650960315181,2.0463381929681126,8.257572282456872,3.344772040064913
logit2=>xgb=>xgb=>logit2=>logit3,,,"(0, 2)",,"[50, 113]",,1,"[3, 2, 2, 3, 5]",0.6666666666666666,0.6892655367231638,0.6101694915254238,0.0329432310443237,38,39,94,36,34.0,25.0,87.0,31.0,30,17,78,28,0.7736625514403292,0.7286821705426356,0.8440366972477065,0.7458842571069443,0.7191363546014709,0.7782606363002307,0.6933333333333334,0.7076923076923077,0.6666666666666666,0.032052207568926044,0.007632526964143087,0.06878171713616035,0.5581395348837209,0.6382978723404256,0.5217391304347826,0.512374862223194,0.5641034535923528,0.47684001136686555,0.46511627906976744,0.43478260869565216,0.4411764705882353,0.03345672949928465,0.07727716838919794,0.034905862199836865,2.9154759474226504,8.455767262643882,6.4031242374328485,3.0
logit3=>rf=>logit2,,,"(0, 1)",[],,[1],1,"[5, 6, 3]",0.6468926553672316,0.711864406779661,0.5932203389830508,0.04457551931655226,43,38,97,32,33.5,29.0,86.25,28.25,27,24,77,24,0.7918367346938776,0.782258064516129,0.8016528925619835,0.7330120926616382,0.7204372149147745,0.7480416816385195,0.6814159292035398,0.6666666666666666,0.6695652173913044,0.03980601187883748,0.04409575291528929,0.05062849904534572,0.5321100917431193,0.5471698113207547,0.5178571428571429,0.47578260708725245,0.49688531695531085,0.4609520083912236,0.4173913043478261,0.42424242424242425,0.3582089552238806,0.04918262343736134,0.04523699278357984,0.06505008099692207,6.020797289396148,5.744562646538029,7.119515432949071,2.8613807855648994
logit1=>logit1=>logit3,,,"(2, 0)",,,,2,"[1, 1, 5]",0.6920903954802261,0.7175141242937854,0.6610169491525424,0.021698151830137326,38,34,95,33,32.25,22.25,91.75,30.75,26,14,84,26,0.7899159663865547,0.7642276422764228,0.8703703703703703,0.7706122821400704,0.7412940144321638,0.8064282595048992,0.736842105263158,0.7121212121212122,0.711864406779661,0.02048126449378863,0.023105716204880677,0.05817552858548146,0.5689655172413792,0.6888888888888889,0.559322033898305,0.5295290429137979,0.5894386761842958,0.490052574860738,0.4814814814814815,0.4925373134328358,0.41935483870967744,0.03202297159885403,0.0713031976614154,0.0575337124475306,4.9180788932265,7.292976072907411,4.493050188902857,2.8613807855648994
mlp=>xgb=>svc=>logit3=>svc=>mlp,"[[113, 146], [57]]","['lbfgs', 'lbfgs']","(0, 0)","['poly', 'poly']",[102],[],2,"[0, 2, 4, 5, 4, 0]",0.6694915254237288,0.711864406779661,0.6214689265536724,0.03306412404158085,52,20,97,29,42.5,16.0,93.5,25.0,32,10,85,22,0.7918367346938775,0.751937984496124,0.9047619047619048,0.7612840781882373,0.6892179156910709,0.8550071575933645,0.7172995780590716,0.6204379562043796,0.8290598290598291,0.027777276156634015,0.05346033242356033,0.029695623272761915,0.5321100917431192,0.6875,0.47540983606557374,0.4610189759272328,0.615530303030303,0.37641017907411345,0.42307692307692313,0.5454545454545454,0.3055555555555556,0.04366745685007443,0.05076676194575839,0.06718311649767864,8.645808232895291,3.9370039370059056,4.9749371855331,2.5495097567963922
logit3=>mlp=>mlp=>svc,"[[107], [33]]","['sgd', 'adam']","(0, 0)",['poly'],,,3,"[5, 0, 0, 4]",0.6624293785310733,0.6892655367231638,0.6384180790960452,0.024094240267276808,54,20,109,24,46.25,13.5,99.75,17.5,35,10,96,12,0.7956204379562045,0.7368421052631579,0.9056603773584906,0.7691242329950272,0.6846741024747299,0.8820020227704675,0.7500000000000001,0.64,0.8305084745762712,0.01982193918321154,0.044987272676596954,0.030775261873121518,0.46601941747572817,0.6296296296296297,0.4067796610169492,0.36497424212403407,0.5665630665630667,0.27696878066894776,0.3,0.46153846153846156,0.2222222222222222,0.06140508063956184,0.06969670020528362,0.07527512293203688,8.13557004763649,4.092676385936225,5.402545696243577,4.272001872658765
logit3=>logit2=>svc=>logit1=>rf=>logit2,,,"(1, 2)",['poly'],[],[95],3,"[5, 3, 4, 1, 6, 3]",0.6836158192090396,0.7062146892655368,0.655367231638418,0.018307177114146526,49,18,101,29,43.5,12.5,94.5,26.5,34,8,88,20,0.7868852459016393,0.7384615384615385,0.926605504587156,0.7710578121140419,0.6856182958224875,0.883606263364834,0.7426160337552743,0.6423357664233577,0.8421052631578947,0.017329835887356867,0.03438501403380243,0.029952949176809535,0.5272727272727272,0.7142857142857143,0.4603174603174603,0.4839615522137646,0.6846560160130477,0.3802123121976063,0.4166666666666667,0.6170212765957447,0.29411764705882354,0.042696890521794394,0.03937428841220947,0.06044230395223562,5.937171043518958,3.570714214271425,4.716990566028302,3.774917217635375
logit2=>logit1=>rf=>logit1=>logit3=>rf=>logit2,,,"(2, 2)",,,"[71, 84]",3,"[3, 1, 6, 1, 5, 6, 3]",0.6807909604519774,0.7005649717514124,0.6497175141242938,0.01977401129943503,33,29,92,45,29.75,26.75,83.25,37.25,26,22,75,32,0.7763713080168777,0.7699115044247787,0.8070175438596491,0.7455871755237395,0.7360974932776411,0.7557940260693476,0.7181818181818183,0.7053571428571429,0.7281553398058253,0.024730183542484158,0.02476169249194679,0.031541144334911994,0.6122448979591837,0.6164383561643836,0.6081081081081081,0.5669988623080309,0.5813442756507825,0.5546072269424304,0.537313432835821,0.5538461538461539,0.5079365079365079,0.028929498326795783,0.02484639082796228,0.04122737589022293,2.5860201081971503,2.7726341266023544,6.6473679001541655,4.763139720814412
logit3=>xgb=>xgb,,,"(0, 0)",[],"[117, 11]",,2,"[5, 2, 2]",0.6793785310734464,0.6892655367231638,0.672316384180791,0.0073391983371562455,38,23,98,32,35.75,21.0,93.0,27.25,33,19,87,21,0.7717842323651453,0.7380952380952381,0.831858407079646,0.76598239473773,0.7223388698490284,0.8154929061847302,0.75,0.7131147540983607,0.7909090909090909,0.009241143772451728,0.00947728921114708,0.016910525932513607,0.5245901639344261,0.5869565217391305,0.47761194029850745,0.48719339778167575,0.562399319122231,0.43079026979305224,0.42000000000000004,0.5121951219512195,0.3559322033898305,0.040643242220160865,0.02974642612483087,0.04806481708942495,1.920286436967152,1.5811388300841898,3.9370039370059056,4.02336923485777
logit2=>logit3=>svc=>rf=>mlp=>logit2=>rf=>svc=>logit1,[[143]],['sgd'],"(1, 2)","['linear', 'rbf']",,"[108, 72]",1,"[3, 5, 4, 6, 0, 3, 6, 4, 1]",0.6483050847457628,0.6836158192090396,0.6271186440677966,0.02201759501146878,35,32,98,33,32.75,29.5,87.25,27.5,30,25,79,17,0.7647058823529412,0.765625,0.7844827586206896,0.7358605749988081,0.7256962393883948,0.7465784600957409,0.7085201793721974,0.6929824561403509,0.7232142857142857,0.02640649295376372,0.030921807911631374,0.0250550433293331,0.5172413793103448,0.5454545454545454,0.4918032786885246,0.46285382901515437,0.4770015308656995,0.45008449638340486,0.35416666666666663,0.3469387755102041,0.3617021276595745,0.06447234976319627,0.07747937706093767,0.05225612558724643,2.277608394786075,2.692582403567252,7.693341276714559,6.18465843842649
logit3=>logit2=>logit2,,,"(0, 2)",,,,2,"[5, 3, 3]",0.7033898305084745,0.7796610169491526,0.6497175141242938,0.047689104565350665,42,25,99,40,36.0,16.5,96.0,28.5,30,9,91,24,0.8340425531914893,0.765625,0.9158878504672897,0.7857455906091981,0.7277551610155742,0.8548129319922745,0.7459016393442625,0.6956521739130435,0.7844827586206896,0.0318715810681224,0.0267846998777071,0.04762452709669102,0.6722689075630252,0.8163265306122449,0.5714285714285714,0.516441887584523,0.6321358597106106,0.4386680473510667,0.43636363636363634,0.4897959183673469,0.373134328358209,0.09173044954650712,0.11920621817287963,0.0781815592748234,4.301162633521313,5.852349955359813,3.082207001484488,6.652067347825035
logit1=>logit1=>logit3,,,"(2, 0)",[],,,3,"[1, 1, 5]",0.693502824858757,0.7062146892655368,0.6836158192090396,0.008356044891383651,36,26,94,33,34.0,20.25,92.0,30.75,30,16,89,27,0.7815126050420168,0.7580645161290323,0.8532110091743119,0.7722655374680654,0.7302883697114755,0.8205117470025727,0.7639484978540771,0.712,0.7833333333333333,0.006295621093942791,0.017274043489492047,0.024824418073389354,0.5517241379310345,0.6666666666666666,0.4782608695652174,0.5306426332288401,0.604639787700276,0.474864098077182,0.49090909090909085,0.5094339622641509,0.47058823529411764,0.02375564949959839,0.058779845121587765,0.002977103777249677,2.449489742783178,3.6314597615834874,1.8708286933869707,2.277608394786075
mlp=>logit2=>rf=>logit1=>logit2=>logit3=>mlp=>logit1,"[[19, 145, 39], [144, 8]]","['lbfgs', 'adam']","(2, 2)",[],[],[91],1,"[0, 3, 6, 1, 3, 5, 0, 1]",0.6581920903954802,0.672316384180791,0.6440677966101694,0.010185173094531073,42,30,93,35,38.25,22.25,88.75,27.75,33,18,79,24,0.7622950819672131,0.7099236641221374,0.8378378378378378,0.7450531841111586,0.6991193470439654,0.7991070351020013,0.7149321266968326,0.6888888888888889,0.7247706422018348,0.018233936967186403,0.008756487287170819,0.04397229096282812,0.5263157894736842,0.5714285714285714,0.5147058823529411,0.4759161244489609,0.55707474763904,0.4196329099821747,0.4444444444444444,0.5384615384615384,0.36363636363636365,0.030775322781420356,0.012588349315687064,0.05703889533533829,3.344772040064913,4.602988159880492,5.7608593109014565,4.264680527307995
rf=>logit2=>svc=>svc=>logit3=>xgb=>logit2,[],[],"(0, 2)","['linear', 'poly']",[127],[96],3,"[6, 3, 4, 4, 5, 2, 3]",0.6440677966101696,0.655367231638418,0.632768361581921,0.00798990713205135,40,43,87,42,29.5,33.5,77.5,36.5,20,21,70,29,0.7404255319148937,0.782608695652174,0.8055555555555556,0.7097511337740575,0.7291691857204251,0.6996591947678904,0.6829268292682927,0.6850393700787402,0.6260869565217392,0.0221601102298718,0.03761626478697196,0.07539740076475962,0.5714285714285715,0.58,0.6774193548387096,0.5335524564125634,0.5280999519901237,0.5566525399269113,0.48739495798319327,0.49411764705882355,0.42028985507246375,0.035207240012588764,0.03298880617847736,0.10445576404414623,7.92148975887743,8.986100377805714,6.87386354243376,5.678908345800274
mlp=>rf=>logit1=>rf=>logit3=>xgb=>logit1=>mlp,"[[119, 99, 119], [39]]","['sgd', 'lbfgs']","(2, 0)",,[85],"[105, 31]",1,"[0, 6, 1, 6, 5, 2, 1, 0]",0.6610169491525423,0.6666666666666666,0.6497175141242938,0.006919462550234947,44,23,95,28,40.5,19.5,92.0,25.0,38,15,89,23,0.7630522088353413,0.7099236641221374,0.8636363636363636,0.7540091703282141,0.6944980715368985,0.825436381357434,0.7459016393442622,0.6834532374100719,0.7982456140350878,0.007273519044685235,0.011043957455285637,0.02394522490225611,0.48275862068965514,0.6052631578947368,0.4057971014492754,0.45398327286970125,0.5637810993719266,0.3817146153291513,0.43636363636363634,0.5106382978723404,0.34328358208955223,0.01879691974164405,0.03866133185348342,0.02390516247728482,2.29128784747792,2.958039891549808,2.23606797749979,1.8708286933869707
logit1=>logit1=>logit3,[],[],"(2, 0)",,,,3,"[1, 1, 5]",0.6694915254237289,0.6836158192090396,0.6384180790960452,0.0185238376392712,45,25,94,35,39.0,19.5,88.5,30.0,34,13,84,25,0.7642276422764228,0.7166666666666667,0.8785046728971962,0.7513658506574915,0.6947443721851787,0.819694126090422,0.7241379310344829,0.6762589928057554,0.7706422018348624,0.01616043323024514,0.016063821846756175,0.04061483134944334,0.5555555555555556,0.6578947368421053,0.5072463768115942,0.5048380208494129,0.6104049807057327,0.43503379612714654,0.46296296296296297,0.5370370370370371,0.35714285714285715,0.037468580943636025,0.045128391450848515,0.053753618301360995,3.9370039370059056,4.5,3.840572873934304,3.605551275463989
